a=0xb4a6; output=0x4687
a=0xa9ed; output=0x5140
a=0x3f18; output=0xbc15
a=0x1c7e; output=0xdeaf
a=0xe6e4; output=0x1449
a=0xb629; output=0x4504
a=0xbc62; output=0x3ecb
a=0x2008; output=0xdb25
a=0x6e1c; output=0x8d11
a=0xe140; output=0x19ed
a=0x3bde; output=0xbf4f
a=0x51b0; output=0xa97d
a=0xd5d1; output=0x255c
a=0x32a2; output=0xc88b
a=0xfa34; output=0x00f9
a=0x682e; output=0x92ff
a=0xf6b0; output=0x047d
a=0xefef; output=0x0b3e
a=0x6731; output=0x93fc
a=0xf032; output=0x0afb
a=0x4757; output=0xb3d6
a=0x6b1c; output=0x9011
a=0x683f; output=0x92ee
a=0xc722; output=0x340b
a=0xad19; output=0x4e14
a=0x216d; output=0xd9c0
a=0xfa64; output=0x00c9
a=0x7cb8; output=0x7e75
a=0xda63; output=0x20ca
a=0x683e; output=0x92ef
a=0x0acf; output=0xf05e
a=0xfad5; output=0x0058
a=0x31d7; output=0xc956
a=0x3211; output=0xc91c
a=0x7c06; output=0x7f27
a=0xfe02; output=0xfd2b
a=0xda3b; output=0x20f2
a=0xca99; output=0x3094
a=0x0c46; output=0xeee7
a=0x143e; output=0xe6ef
a=0xd4f0; output=0x263d
a=0x03fb; output=0xf732
a=0x7e1d; output=0x7d10
a=0xd7ef; output=0x233e
a=0x5e82; output=0x9cab
a=0x0095; output=0xfa98
a=0x4e47; output=0xace6
a=0xc688; output=0x34a5
a=0xcfd7; output=0x2b56
a=0x77b1; output=0x837c
a=0xb8a2; output=0x428b
a=0x5561; output=0xa5cc
a=0x4407; output=0xb726
a=0xd1ab; output=0x2982
a=0x8a56; output=0x70d7
a=0x37ac; output=0xc381
a=0x232d; output=0xd800
a=0x8a34; output=0x70f9
a=0x45a2; output=0xb58b
a=0x76b1; output=0x847c
a=0xd5b9; output=0x2574
a=0x84d7; output=0x7656
a=0xe4e0; output=0x164d
a=0x7086; output=0x8aa7
a=0x8ec8; output=0x6c65
a=0x317e; output=0xc9af
a=0x5142; output=0xa9eb
a=0x9250; output=0x68dd
a=0x6acf; output=0x905e
a=0xdfdb; output=0x1b52
a=0x77ce; output=0x835f
a=0xac7a; output=0x4eb3
a=0xe768; output=0x13c5
a=0xc1a4; output=0x3989
a=0xfea1; output=0xfc8c
a=0x928e; output=0x689f
a=0xfdb3; output=0xfd7a
a=0x3975; output=0xc1b8
a=0x107c; output=0xeab1
a=0x3422; output=0xc70b
a=0xe5a1; output=0x158c
a=0xb784; output=0x43a9
a=0xba50; output=0x40dd
a=0x86d3; output=0x745a
a=0xa4df; output=0x564e
a=0x7d03; output=0x7e2a
a=0x32e6; output=0xc847
a=0x6d0e; output=0x8e1f
a=0x89e1; output=0x714c
a=0xfa1a; output=0x0113
a=0xb1a1; output=0x498c
a=0x5816; output=0xa317
a=0x4da6; output=0xad87
a=0xb67a; output=0x44b3
a=0x8a12; output=0x711b
a=0xe923; output=0x120a
a=0xac8f; output=0x4e9e
a=0x7ded; output=0x7d40
a=0x7f04; output=0x7c29
a=0xa1d2; output=0x595b
a=0x9132; output=0x69fb
a=0x6e2e; output=0x8cff
a=0x3a7c; output=0xc0b1
a=0x4455; output=0xb6d8
a=0xa891; output=0x529c
a=0x6bf4; output=0x8f39
a=0x25b3; output=0xd57a
a=0x1751; output=0xe3dc
a=0x59ae; output=0xa17f
a=0xecc0; output=0x0e6d
a=0x09ad; output=0xf180
a=0xe4cc; output=0x1661
a=0x2b3c; output=0xcff1
a=0x5b0c; output=0xa021
a=0x6ed8; output=0x8c55
a=0xfbd1; output=0xff5c
a=0x48ab; output=0xb282
a=0x9281; output=0x68ac
a=0xb33f; output=0x47ee
a=0x783c; output=0x82f1
a=0x203f; output=0xdaee
a=0x3e3a; output=0xbcf3
a=0xde06; output=0x1d27
a=0x8eab; output=0x6c82
a=0xa228; output=0x5905
a=0x335e; output=0xc7cf
a=0x37c9; output=0xc364
a=0x05b8; output=0xf575
a=0x02ce; output=0xf85f
a=0xfbdd; output=0xff50
a=0x70d0; output=0x8a5d
a=0x248a; output=0xd6a3
a=0x4280; output=0xb8ad
a=0xe7c5; output=0x1368
a=0x5c94; output=0x9e99
a=0x7170; output=0x89bd
a=0xb6c9; output=0x4464
a=0x0646; output=0xf4e7
a=0x9946; output=0x61e7
a=0x955e; output=0x65cf
a=0x9e4b; output=0x5ce2
a=0xd234; output=0x28f9
a=0x66b3; output=0x947a
a=0x6e1b; output=0x8d12
a=0x7614; output=0x8519
a=0xf22b; output=0x0902
a=0x3c08; output=0xbf25
a=0x4e6c; output=0xacc1
a=0x69a2; output=0x918b
a=0xe642; output=0x14eb
a=0x20ba; output=0xda73
a=0xb8a0; output=0x428d
a=0x35fc; output=0xc531
a=0x5cf8; output=0x9e35
a=0x543d; output=0xa6f0
a=0x86c8; output=0x7465
a=0xdbfd; output=0x1f30
a=0xeb47; output=0x0fe6
a=0xa8df; output=0x524e
a=0xe75e; output=0x13cf
a=0xea38; output=0x10f5
a=0xd344; output=0x27e9
a=0xa302; output=0x582b
a=0xbfdd; output=0x3b50
a=0xf7e7; output=0x0346
a=0x80f6; output=0x7a37
a=0x230e; output=0xd81f
a=0xd18c; output=0x29a1
a=0x6ea6; output=0x8c87
a=0x22ab; output=0xd882
a=0xfacd; output=0x0060
a=0xbe0f; output=0x3d1e
a=0x01f8; output=0xf935
a=0x89a5; output=0x7188
a=0xe612; output=0x151b
a=0x4f45; output=0xabe8
a=0xb40c; output=0x4721
a=0xcf1d; output=0x2c10
a=0x6b55; output=0x8fd8
a=0x972c; output=0x6401
a=0xc32b; output=0x3802
a=0x67ea; output=0x9343
a=0xd571; output=0x25bc
a=0xb8e4; output=0x4249
a=0xceb9; output=0x2c74
a=0x8d74; output=0x6db9
a=0x22d6; output=0xd857
a=0x0a78; output=0xf0b5
a=0x9591; output=0x659c
a=0x542d; output=0xa700
a=0x9764; output=0x63c9
a=0xed5c; output=0x0dd1
a=0x40bc; output=0xba71
a=0x4410; output=0xb71d
a=0xd458; output=0x26d5
a=0x35da; output=0xc553
a=0xa405; output=0x5728
a=0x0f9c; output=0xeb91
a=0x07ca; output=0xf363
a=0x7666; output=0x84c7
a=0xc634; output=0x34f9
a=0x85e3; output=0x754a
a=0xd5b9; output=0x2574
a=0xebe2; output=0x0f4b
a=0x71e4; output=0x8949
a=0x8ba1; output=0x6f8c
a=0x97e1; output=0x634c
a=0xaea2; output=0x4c8b
a=0xd2fd; output=0x2830
a=0x0164; output=0xf9c9
a=0x2270; output=0xd8bd
a=0x9725; output=0x6408
a=0xcc38; output=0x2ef5
a=0x7545; output=0x85e8
a=0x9215; output=0x6918
a=0xf699; output=0x0494
a=0x6a31; output=0x90fc
a=0xe096; output=0x1a97
a=0xff63; output=0xfbca
a=0xeab4; output=0x1079
a=0x52b2; output=0xa87b
a=0xe75f; output=0x13ce
a=0x7468; output=0x86c5
a=0xb448; output=0x46e5
a=0xfd30; output=0xfdfd
a=0xe0c8; output=0x1a65
a=0x7cd7; output=0x7e56
a=0x95af; output=0x657e
a=0x36d2; output=0xc45b
a=0xaa1f; output=0x510e
a=0x85d6; output=0x7557
a=0x0585; output=0xf5a8
a=0xa82e; output=0x52ff
a=0xc097; output=0x3a96
a=0x537c; output=0xa7b1
a=0xc548; output=0x35e5
a=0xe714; output=0x1419
a=0x22f0; output=0xd83d
a=0xe3d1; output=0x175c
a=0x4d39; output=0xadf4
a=0x9657; output=0x64d6
a=0x6b68; output=0x8fc5
a=0x8aeb; output=0x7042
a=0xf603; output=0x052a
a=0x6e31; output=0x8cfc
a=0xeda2; output=0x0d8b
a=0x9d9e; output=0x5d8f
a=0x84b9; output=0x7674
a=0xeb59; output=0x0fd4
a=0xdd6b; output=0x1dc2
a=0x0461; output=0xf6cc
a=0x5b66; output=0x9fc7
a=0x3033; output=0xcafa
a=0x1251; output=0xe8dc
a=0x94ce; output=0x665f
a=0xf88f; output=0x029e
a=0x413e; output=0xb9ef
a=0x4c9e; output=0xae8f
a=0x488c; output=0xb2a1
a=0x9c8b; output=0x5ea2
a=0x68d5; output=0x9258
a=0xc782; output=0x33ab
a=0x83ad; output=0x7780
a=0x8edd; output=0x6c50
a=0xaeea; output=0x4c43
a=0x4ec8; output=0xac65
a=0xebb2; output=0x0f7b
a=0xb49c; output=0x4691
a=0xcc38; output=0x2ef5
a=0xf1f7; output=0x0936
a=0x2139; output=0xd9f4
a=0xf898; output=0x0295
a=0x10c9; output=0xea64
a=0xb165; output=0x49c8
a=0x532f; output=0xa7fe
a=0xabd5; output=0x4f58
a=0x3b37; output=0xbff6
a=0xb45b; output=0x46d2
a=0x6628; output=0x9505
a=0x534a; output=0xa7e3
a=0x6150; output=0x99dd
a=0xba4f; output=0x40de
a=0xc7e8; output=0x3345
a=0x3757; output=0xc3d6
a=0x4961; output=0xb1cc
a=0x375d; output=0xc3d0
a=0x4d10; output=0xae1d
a=0x8c5b; output=0x6ed2
a=0x38ea; output=0xc243
a=0x18fc; output=0xe231
a=0x1790; output=0xe39d
a=0x06d7; output=0xf456
a=0x1285; output=0xe8a8
a=0x924a; output=0x68e3
a=0x47eb; output=0xb342
a=0xb001; output=0x4b2c
a=0x1101; output=0xea2c
a=0x82d7; output=0x7856
a=0x590f; output=0xa21e
a=0x5053; output=0xaada
a=0xe38e; output=0x179f
a=0xba7c; output=0x40b1
a=0xf613; output=0x051a
a=0x0426; output=0xf707
a=0x2bf9; output=0xcf34
a=0x6b3e; output=0x8fef
a=0xe458; output=0x16d5
a=0x29db; output=0xd152
a=0x25f3; output=0xd53a
a=0x1357; output=0xe7d6
a=0x6157; output=0x99d6
a=0x3ea2; output=0xbc8b
a=0xa92f; output=0x51fe
a=0x1b7b; output=0xdfb2
a=0x8c7b; output=0x6eb2
a=0x054b; output=0xf5e2
a=0x6837; output=0x92f6
a=0x5875; output=0xa2b8
a=0x5f94; output=0x9b99
a=0xeff9; output=0x0b34
a=0x36c7; output=0xc466
a=0x1f96; output=0xdb97
a=0xd6c7; output=0x2466
a=0x81d8; output=0x7955
a=0x2d9f; output=0xcd8e
a=0x5e8d; output=0x9ca0
a=0xb827; output=0x4306
a=0x1403; output=0xe72a
a=0x3bc6; output=0xbf67
a=0x4abf; output=0xb06e
a=0xa6ae; output=0x547f
a=0x704a; output=0x8ae3
a=0xe34f; output=0x17de
a=0xaaa0; output=0x508d
a=0x3ec4; output=0xbc69
a=0x34e8; output=0xc645
a=0xf669; output=0x04c4
a=0x0340; output=0xf7ed
a=0x5d71; output=0x9dbc
a=0xac1a; output=0x4f13
a=0xc9aa; output=0x3183
a=0x60d6; output=0x9a57
a=0x6eb6; output=0x8c77
a=0x9501; output=0x662c
a=0xb31b; output=0x4812
a=0xbe60; output=0x3ccd
a=0x35b9; output=0xc574
a=0x0fe5; output=0xeb48
a=0x4fbb; output=0xab72
a=0xa855; output=0x52d8
a=0xd6fb; output=0x2432
a=0x3879; output=0xc2b4
a=0xc499; output=0x3694
a=0x7cba; output=0x7e73
a=0x71ac; output=0x8981
a=0xc670; output=0x34bd
a=0x124a; output=0xe8e3
a=0xdb1e; output=0x200f
a=0x1af4; output=0xe039
a=0xb694; output=0x4499
a=0xa684; output=0x54a9
a=0x9984; output=0x61a9
a=0x7274; output=0x88b9
a=0x5300; output=0xa82d
a=0xd45d; output=0x26d0
a=0xd6c7; output=0x2466
a=0x3998; output=0xc195
a=0xce1f; output=0x2d0e
a=0x8497; output=0x7696
a=0xe794; output=0x1399
a=0x78ff; output=0x822e
a=0x3f4b; output=0xbbe2
a=0xa050; output=0x5add
a=0x7c19; output=0x7f14
a=0x94e1; output=0x664c
a=0x64e0; output=0x964d
a=0x31b9; output=0xc974
a=0xfbcc; output=0xff61
a=0xfb0d; output=0x0020
a=0x412c; output=0xba01
a=0x07bc; output=0xf371
a=0x0760; output=0xf3cd
a=0x56d4; output=0xa459
a=0x89d2; output=0x715b
a=0x7811; output=0x831c
a=0x578a; output=0xa3a3
a=0xcdfd; output=0x2d30
a=0x1093; output=0xea9a
a=0xdbeb; output=0x1f42
a=0x9290; output=0x689d
a=0x5472; output=0xa6bb
a=0x1bbb; output=0xdf72
a=0xd344; output=0x27e9
a=0x5cd5; output=0x9e58
a=0xe39a; output=0x1793
a=0x2cdb; output=0xce52
a=0xb219; output=0x4914
a=0xd93b; output=0x21f2
a=0xfe89; output=0xfca4
a=0x74e1; output=0x864c
a=0xf4d4; output=0x0659
a=0xb85a; output=0x42d3
a=0xe8c7; output=0x1266
a=0xb47b; output=0x46b2
a=0x9f7a; output=0x5bb3
a=0x533d; output=0xa7f0
a=0x9151; output=0x69dc
a=0x7c66; output=0x7ec7
a=0x73c1; output=0x876c
a=0xcf5b; output=0x2bd2
a=0x02be; output=0xf86f
a=0xee59; output=0x0cd4
a=0x3b56; output=0xbfd7
a=0x639f; output=0x978e
a=0x645e; output=0x96cf
a=0x9179; output=0x69b4
a=0xdc9f; output=0x1e8e
a=0xa219; output=0x5914
a=0x3b0b; output=0xc022
a=0x40e5; output=0xba48
a=0x8fa8; output=0x6b85
a=0xd235; output=0x28f8
a=0x77b0; output=0x837d
a=0x05fc; output=0xf531
a=0xb499; output=0x4694
a=0xac49; output=0x4ee4
a=0x9ce8; output=0x5e45
a=0x18b0; output=0xe27d
a=0x2b88; output=0xcfa5
a=0x6e23; output=0x8d0a
a=0xe6af; output=0x147e
a=0x4459; output=0xb6d4
a=0xadc0; output=0x4d6d
a=0x1504; output=0xe629
a=0x3f36; output=0xbbf7
a=0x7cdc; output=0x7e51
a=0x7241; output=0x88ec
a=0xbb06; output=0x4027
a=0x9f5f; output=0x5bce
a=0x5de1; output=0x9d4c
a=0x1c3b; output=0xdef2
a=0x2207; output=0xd926
a=0x0ea2; output=0xec8b
a=0xfd3c; output=0xfdf1
a=0xd58a; output=0x25a3
a=0x0dbf; output=0xed6e
a=0x8b75; output=0x6fb8
a=0x5e56; output=0x9cd7
a=0x4822; output=0xb30b
a=0x391b; output=0xc212
a=0x6c13; output=0x8f1a
a=0x8aa3; output=0x708a
a=0x8b94; output=0x6f99
a=0x4e00; output=0xad2d
a=0x786d; output=0x82c0
a=0x5569; output=0xa5c4
a=0xd68b; output=0x24a2
a=0xafdb; output=0x4b52
a=0xf747; output=0x03e6
a=0x6231; output=0x98fc
a=0xaf8a; output=0x4ba3
a=0xc818; output=0x3315
a=0xcfd1; output=0x2b5c
a=0x654f; output=0x95de
a=0x4df1; output=0xad3c
a=0x7c1d; output=0x7f10
a=0x0a4f; output=0xf0de
a=0xec3a; output=0x0ef3
a=0xa5b0; output=0x557d
a=0x6290; output=0x989d
a=0xebf4; output=0x0f39
a=0x689b; output=0x9292
a=0xa2ad; output=0x5880
a=0xc627; output=0x3506
a=0xc6f0; output=0x343d
a=0xb511; output=0x461c
a=0xdf64; output=0x1bc9
a=0xd3fb; output=0x2732
a=0x2a12; output=0xd11b
a=0x790d; output=0x8220
a=0x01a5; output=0xf988
a=0xbb79; output=0x3fb4
a=0xb43b; output=0x46f2
a=0x3c76; output=0xbeb7
a=0x790b; output=0x8222
a=0x2053; output=0xdada
a=0xde7b; output=0x1cb2
a=0x1a42; output=0xe0eb
a=0x7ec7; output=0x7c66
a=0x7eb4; output=0x7c79
a=0xdaa8; output=0x2085
a=0xc568; output=0x35c5
a=0x8088; output=0x7aa5
a=0x358d; output=0xc5a0
a=0x4b75; output=0xafb8
a=0x9e99; output=0x5c94
a=0xd56f; output=0x25be
a=0xcaae; output=0x307f
a=0x2c15; output=0xcf18
a=0xcddd; output=0x2d50
a=0xddb3; output=0x1d7a
a=0x4bec; output=0xaf41
a=0xfff4; output=0xfb39
a=0x77ce; output=0x835f
a=0x190c; output=0xe221
a=0x529d; output=0xa890
a=0x81c6; output=0x7967
a=0x7aa5; output=0x8088
a=0x8bec; output=0x6f41
a=0xcce6; output=0x2e47
a=0x9389; output=0x67a4
a=0xbc3e; output=0x3eef
a=0x2849; output=0xd2e4
a=0xe549; output=0x15e4
a=0xbc30; output=0x3efd
a=0x32cf; output=0xc85e
a=0xb199; output=0x4994
a=0x314f; output=0xc9de
a=0x5671; output=0xa4bc
a=0xd8a8; output=0x2285
a=0x260b; output=0xd522
a=0xfc31; output=0xfefc
a=0x8db4; output=0x6d79
a=0x84d0; output=0x765d
a=0x275d; output=0xd3d0
a=0xdd7f; output=0x1dae
a=0xa5e9; output=0x5544
a=0xb575; output=0x45b8
a=0xf3b6; output=0x0777
a=0x15a2; output=0xe58b
a=0xcf9e; output=0x2b8f
a=0x1e47; output=0xdce6
a=0xb343; output=0x47ea
a=0xda71; output=0x20bc
a=0xe1a1; output=0x198c
a=0xae9f; output=0x4c8e
a=0x48bc; output=0xb271
a=0x8b56; output=0x6fd7
a=0x7e23; output=0x7d0a
a=0xcf6e; output=0x2bbf
a=0xd0dd; output=0x2a50
a=0x4a25; output=0xb108
a=0x7ec7; output=0x7c66
a=0x39db; output=0xc152
a=0xefab; output=0x0b82
a=0xc67a; output=0x34b3
a=0xc2eb; output=0x3842
a=0x5612; output=0xa51b
a=0x7415; output=0x8718
a=0xb1ef; output=0x493e
a=0x0eec; output=0xec41
a=0xfa16; output=0x0117
a=0xbf83; output=0x3baa
a=0xf0a9; output=0x0a84
a=0x4161; output=0xb9cc
a=0xa357; output=0x57d6
a=0xf5b9; output=0x0574
a=0xa1d9; output=0x5954
a=0x0f23; output=0xec0a
a=0xe86b; output=0x12c2
a=0x935f; output=0x67ce
a=0x7459; output=0x86d4
a=0x37aa; output=0xc383
a=0x808b; output=0x7aa2
a=0x5a77; output=0xa0b6
a=0x0208; output=0xf925
a=0x804e; output=0x7adf
a=0x8ab0; output=0x707d
a=0xce3c; output=0x2cf1
a=0x1412; output=0xe71b
a=0x09b0; output=0xf17d
a=0x019d; output=0xf990
a=0x399b; output=0xc192
a=0x91d1; output=0x695c
a=0xf953; output=0x01da
a=0xa8fa; output=0x5233
a=0xf84b; output=0x02e2
a=0x64ff; output=0x962e
a=0x2bcc; output=0xcf61
a=0xa87b; output=0x52b2
a=0x2d21; output=0xce0c
a=0xe30f; output=0x181e
a=0xff9b; output=0xfb92
a=0x32e1; output=0xc84c
a=0x9c64; output=0x5ec9
a=0xe6d0; output=0x145d
a=0xce49; output=0x2ce4
a=0xda61; output=0x20cc
a=0x54fd; output=0xa630
a=0xfc2f; output=0xfefe
a=0x59f6; output=0xa137
a=0x3d25; output=0xbe08
a=0x77ba; output=0x8373
a=0x3233; output=0xc8fa
a=0xfdd0; output=0xfd5d
a=0x8e9a; output=0x6c93
a=0xe163; output=0x19ca
a=0x6dc6; output=0x8d67
a=0x674c; output=0x93e1
a=0x0c8c; output=0xeea1
a=0x017f; output=0xf9ae
a=0x9874; output=0x62b9
a=0x5cdb; output=0x9e52
a=0x7815; output=0x8318
a=0x6865; output=0x92c8
a=0x60ab; output=0x9a82
a=0x1c67; output=0xdec6
a=0x9ecd; output=0x5c60
a=0xbe57; output=0x3cd6
a=0x38f5; output=0xc238
a=0x7d45; output=0x7de8
a=0xfab5; output=0x0078
a=0x1f05; output=0xdc28
a=0xe614; output=0x1519
a=0xa0ea; output=0x5a43
a=0xcfca; output=0x2b63
a=0x2f7e; output=0xcbaf
a=0x8eca; output=0x6c63
a=0x26ce; output=0xd45f
a=0xb595; output=0x4598
a=0x80ae; output=0x7a7f
a=0xf728; output=0x0405
a=0x029e; output=0xf88f
a=0xe865; output=0x12c8
a=0xe71f; output=0x140e
a=0xc659; output=0x34d4
a=0x3f03; output=0xbc2a
a=0x536b; output=0xa7c2
a=0x62b9; output=0x9874
a=0x086f; output=0xf2be
a=0xb9ff; output=0x412e
a=0x56e4; output=0xa449
a=0x51c1; output=0xa96c
a=0x992f; output=0x61fe
a=0xcb48; output=0x2fe5
a=0x225c; output=0xd8d1
a=0x5b89; output=0x9fa4
a=0x4ea0; output=0xac8d
a=0xaf71; output=0x4bbc
a=0x4960; output=0xb1cd
a=0x6c5e; output=0x8ecf
a=0x11c7; output=0xe966
a=0x435c; output=0xb7d1
a=0x628b; output=0x98a2
a=0x152f; output=0xe5fe
a=0xc153; output=0x39da
a=0xe121; output=0x1a0c
a=0x67b4; output=0x9379
a=0xe296; output=0x1897
a=0xd2f1; output=0x283c
a=0xfd0d; output=0xfe20
a=0xb968; output=0x41c5
a=0x7a67; output=0x80c6
a=0xef12; output=0x0c1b
a=0x8b61; output=0x6fcc
a=0x02d2; output=0xf85b
a=0x0919; output=0xf214
a=0x3234; output=0xc8f9
a=0x2380; output=0xd7ad
a=0x3d82; output=0xbdab
a=0x7dbf; output=0x7d6e
a=0x5ec0; output=0x9c6d
a=0xf6eb; output=0x0442
a=0xdb70; output=0x1fbd
a=0x2cb1; output=0xce7c
a=0x667e; output=0x94af
a=0xbe97; output=0x3c96
a=0x133a; output=0xe7f3
a=0xa519; output=0x5614
a=0xb899; output=0x4294
a=0x0a79; output=0xf0b4
a=0x9918; output=0x6215
a=0x7016; output=0x8b17
a=0x731e; output=0x880f
a=0x8bec; output=0x6f41
a=0x7a21; output=0x810c
a=0x160b; output=0xe522
a=0xc893; output=0x329a
a=0x9d99; output=0x5d94
a=0x1fda; output=0xdb53
a=0x07c8; output=0xf365
a=0x5f8c; output=0x9ba1
a=0x6698; output=0x9495
a=0x615d; output=0x99d0
a=0x631c; output=0x9811
a=0x2f7a; output=0xcbb3
a=0x0ac9; output=0xf064
a=0xb08d; output=0x4aa0
a=0x1f62; output=0xdbcb
a=0x9eb3; output=0x5c7a
a=0x5311; output=0xa81c
a=0x65e3; output=0x954a
a=0xea0d; output=0x1120
a=0x0898; output=0xf295
a=0xd180; output=0x29ad
a=0xf660; output=0x04cd
a=0x5e76; output=0x9cb7
a=0x3834; output=0xc2f9
a=0x9a46; output=0x60e7
a=0x5ebc; output=0x9c71
a=0xef14; output=0x0c19
a=0x8fd6; output=0x6b57
a=0x91fd; output=0x6930
a=0xfd63; output=0xfdca
a=0x26ca; output=0xd463
a=0xe00b; output=0x1b22
a=0x9800; output=0x632d
a=0x6809; output=0x9324
a=0xe9b5; output=0x1178
a=0xa503; output=0x562a
a=0x690b; output=0x9222
a=0xb1e3; output=0x494a
a=0xbf52; output=0x3bdb
a=0x333f; output=0xc7ee
a=0x1183; output=0xe9aa
a=0x4942; output=0xb1eb
a=0xd178; output=0x29b5
a=0x4c74; output=0xaeb9
a=0x3fb5; output=0xbb78
a=0x6b12; output=0x901b
a=0xd3ca; output=0x2763
a=0xe2ad; output=0x1880
a=0x0774; output=0xf3b9
a=0x922d; output=0x6900
a=0xbd06; output=0x3e27
a=0xd1b9; output=0x2974
a=0xb715; output=0x4418
a=0x4841; output=0xb2ec
a=0x8299; output=0x7894
a=0x5a56; output=0xa0d7
a=0x9e81; output=0x5cac
a=0xa53a; output=0x55f3
a=0xa500; output=0x562d
a=0x70e6; output=0x8a47
a=0xf955; output=0x01d8
a=0x4306; output=0xb827
a=0x227f; output=0xd8ae
a=0x0751; output=0xf3dc
a=0x232c; output=0xd801
a=0x2a28; output=0xd105
a=0xb0a5; output=0x4a88
a=0xbb10; output=0x401d
a=0x1939; output=0xe1f4
a=0x826d; output=0x78c0
a=0x87eb; output=0x7342
a=0xd215; output=0x2918
a=0xa4d2; output=0x565b
a=0x4e5c; output=0xacd1
a=0xb573; output=0x45ba
a=0x52aa; output=0xa883
a=0x32cb; output=0xc862
a=0x2dae; output=0xcd7f
a=0x325d; output=0xc8d0
a=0xb3f4; output=0x4739
a=0x719f; output=0x898e
a=0x6a3c; output=0x90f1
a=0x443f; output=0xb6ee
a=0xad8e; output=0x4d9f
a=0xc78e; output=0x339f
a=0x1eec; output=0xdc41
a=0x6b78; output=0x8fb5
a=0x3b38; output=0xbff5
a=0x88c0; output=0x726d
a=0x4e2a; output=0xad03
a=0xc9ff; output=0x312e
a=0x6c45; output=0x8ee8
a=0xf5cd; output=0x0560
a=0x5ef7; output=0x9c36
a=0x1578; output=0xe5b5
a=0x630e; output=0x981f
a=0xa2f8; output=0x5835
a=0xc51e; output=0x360f
a=0x9f8d; output=0x5ba0
a=0x2d58; output=0xcdd5
a=0xb921; output=0x420c
a=0x341c; output=0xc711
a=0x1e51; output=0xdcdc
a=0x793d; output=0x81f0
a=0x0af1; output=0xf03c
a=0x287d; output=0xd2b0
a=0xa578; output=0x55b5
a=0x858d; output=0x75a0
a=0xff98; output=0xfb95
a=0xa364; output=0x57c9
a=0xdb4a; output=0x1fe3
a=0xabb2; output=0x4f7b
a=0x6855; output=0x92d8
a=0xe0d5; output=0x1a58
a=0x7e7d; output=0x7cb0
a=0x57d2; output=0xa35b
a=0x48c5; output=0xb268
a=0xfca0; output=0xfe8d
a=0x5245; output=0xa8e8
a=0x2e44; output=0xcce9
a=0xaf87; output=0x4ba6
a=0xfa9d; output=0x0090
a=0x1973; output=0xe1ba
a=0xcd2a; output=0x2e03
a=0xb56c; output=0x45c1
a=0xb367; output=0x47c6
a=0x2c19; output=0xcf14
a=0xb42b; output=0x4702
a=0x731e; output=0x880f
a=0x18f2; output=0xe23b
a=0x8807; output=0x7326
a=0x3bb7; output=0xbf76
a=0x30b4; output=0xca79
a=0x14b2; output=0xe67b
a=0x888b; output=0x72a2
a=0xe139; output=0x19f4
a=0x404a; output=0xbae3
a=0xba07; output=0x4126
a=0x9310; output=0x681d
a=0x2a41; output=0xd0ec
a=0x99f6; output=0x6137
a=0x328d; output=0xc8a0
a=0xe313; output=0x181a
a=0xc0b4; output=0x3a79
a=0x1e68; output=0xdcc5
a=0x6c4b; output=0x8ee2
a=0xbb7d; output=0x3fb0
a=0x4009; output=0xbb24
a=0x70f5; output=0x8a38
a=0xb496; output=0x4697
a=0xf2b4; output=0x0879
a=0xc915; output=0x3218
a=0xfabd; output=0x0070
a=0x1121; output=0xea0c
a=0x8c5c; output=0x6ed1
a=0x320d; output=0xc920
a=0xb801; output=0x432c
a=0x0507; output=0xf626
a=0x4c64; output=0xaec9
a=0x1415; output=0xe718
a=0x0b03; output=0xf02a
a=0x1964; output=0xe1c9
a=0xc1d1; output=0x395c
a=0x2885; output=0xd2a8
a=0x518f; output=0xa99e
a=0xdb48; output=0x1fe5
a=0xbbd0; output=0x3f5d
a=0xff24; output=0xfc09
a=0x0fd4; output=0xeb59
a=0xdc8a; output=0x1ea3
a=0xd768; output=0x23c5
a=0x61dd; output=0x9950
a=0xf145; output=0x09e8
a=0xe2c8; output=0x1865
a=0xe102; output=0x1a2b
a=0xbb6c; output=0x3fc1
a=0x014d; output=0xf9e0
a=0xcaa0; output=0x308d
a=0x208e; output=0xda9f
a=0x8cfb; output=0x6e32
a=0x7478; output=0x86b5
a=0xb6ba; output=0x4473
a=0x65fb; output=0x9532
a=0x4684; output=0xb4a9
a=0xe363; output=0x17ca
a=0x61e1; output=0x994c
a=0xe6e4; output=0x1449
a=0xa636; output=0x54f7
a=0x44cc; output=0xb661
a=0x200d; output=0xdb20
a=0x6bd0; output=0x8f5d
a=0x01d5; output=0xf958
a=0x3a1b; output=0xc112
a=0x349f; output=0xc68e
a=0x5a30; output=0xa0fd
a=0x994e; output=0x61df
a=0xf6c4; output=0x0469
a=0xfa08; output=0x0125
a=0x3cd3; output=0xbe5a
a=0x2d7f; output=0xcdae
a=0xbf72; output=0x3bbb
a=0xfdf3; output=0xfd3a
a=0x66d3; output=0x945a
a=0x0417; output=0xf716
a=0xe4db; output=0x1652
a=0x2de7; output=0xcd46
a=0xda3f; output=0x20ee
a=0x66ca; output=0x9463
a=0x708f; output=0x8a9e
a=0x1730; output=0xe3fd
a=0x4af6; output=0xb037
a=0x9467; output=0x66c6
a=0x5cbe; output=0x9e6f
a=0x20ba; output=0xda73
a=0x1a26; output=0xe107
a=0x995a; output=0x61d3
